REF_AREA,Reference area,Unit of measure,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,235.9
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,232
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2020,211.7
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2019,212.4
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2018,213.1
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2017,216.9
GRC,Greece,Deaths per 100 000 inhabitants,Total,Neoplasms,2016,220.3
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,258.4
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,266
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,304.4
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,315
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,318.5
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,323.8
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,261.7
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,272.1
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,273.7
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,284.5
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,287.6
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,286.2
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,298
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,291.3
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,307.3
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,306
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,240.3
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,254.8
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,251.5
AUS,Australia,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,251.1
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,238.8
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,239.2
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,262.2
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,257.6
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,262.5
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,276.8
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,240.1
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,242.9
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,240.7
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,238
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,239.6
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,240.1
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,240.4
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,238.5
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,240.8
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,258.3
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,226.6
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2019,225.6
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2018,231.3
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,236.4
HUN,Hungary,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,234.2
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2019,224.2
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2018,231.8
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2017,237.7
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2016,241.8
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2015,250.6
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2014,249.4
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2013,248.4
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2012,255.3
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2011,256
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2010,256.6
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2009,261.2
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2008,264.9
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2007,266.7
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2006,276.8
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2005,281
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2004,280.7
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2003,288.5
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2002,281.1
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2001,285.9
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2000,286.2
SWE,Sweden,Deaths per 100 000 inhabitants,Male,Neoplasms,2020,222.6
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2016,178.1
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2015,182.8
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2004,198.8
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2003,195.7
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2000,198
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2001,202.8
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2014,182.8
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2013,186.6
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2012,186.4
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2011,184.4
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2010,184.5
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2009,187.1
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2008,190.6
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2007,195
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2006,195.6
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2005,196.2
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2002,197.6
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2001,247.5
AUT,Austria,Deaths per 100 000 inhabitants,Total,Neoplasms,2000,254.1
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2020,167
SWE,Sweden,Deaths per 100 000 inhabitants,Female,Neoplasms,2017,180.4
